Fecha,Día,Local,Resultado,Visitante,Año,Tipo de Torneo,Estadio
Fecha 13,,Jaguares,2 : 1,Cortuluá,2017,Apertura,Jaraguay
Fecha 13,,Deportes Tolima,2 : 2,Deportivo Cali,2017,Apertura,Manuel Murillo Toro
Fecha 13,,Santa Fe,1 : 0,Atlético Bucaramanga,2017,Apertura,Nemesio Camacho El Campín
Fecha 13,,Deportivo Pasto,2 : 1,Millonarios,2017,Apertura,Departamental Libertad
Fecha 13,,La Equidad,0 : 0,Tigres,2017,Apertura,Metropolitano de Techo
Fecha 13,,Alianza Petrolera,0 : 1,Atlético Huila,2017,Apertura,Daniel Villa Zapata
Fecha 13,,América de Cali,4 : 2,Once Caldas,2017,Apertura,Olímpico Pascual Guerrero
Fecha 13,,Rionegro Águilas,0 : 1,Independiente Medellín,2017,Apertura,Alberto Grisales
Fecha 13,,Atlético Nacional,2 : 0,Envigado F. C.,2017,Apertura,Atanasio Girardot
Fecha 13,,Junior,0 : 0,Patriotas,2017,Apertura,Metropolitano Roberto Meléndez
Fecha 14,,Millonarios,1 : 0,Envigado F. C.,2017,Finalización,Nemesio Camacho El Campín
Fecha 14,,Rionegro Águilas,2 : 1,Santa Fe,2017,Finalización,Alberto Grisales
Fecha 14,,Atlético Nacional,1 : 0,Atlético Huila,2017,Finalización,Atanasio Girardot
Fecha 14,,Junior,1 : 0,Deportivo Cali,2017,Finalización,Metropolitano Roberto Meléndez
Fecha 14,,América de Cali,2 : 1,Cortuluá,2017,Finalización,Olímpico Pascual Guerrero
Fecha 14,,La Equidad,4 : 1,Patriotas,2017,Finalización,Metropolitano de Techo
Fecha 14,,Deportivo Pasto,0 : 0,Atlético Bucaramanga,2017,Finalización,Departamental Libertad
Fecha 14,,Jaguares,1 : 0,Tigres,2017,Finalización,Jaraguay
Fecha 14,,Alianza Petrolera,0 : 1,Once Caldas,2017,Finalización,Daniel Villa Zapata
Fecha 14,,Deportes Tolima,2 : 1,Independiente Medellín,2017,Finalización,Manuel Murillo Toro
Fecha 14,,Tigres,2 : 1,Jaguares,2017,Apertura,Metropolitano de Techo
Fecha 14,,Patriotas,1 : 1,La Equidad,2017,Apertura,La Independencia
Fecha 14,,Once Caldas,0 : 2,Alianza Petrolera,2017,Apertura,Palogrande
Fecha 14,,Deportivo Cali,3 : 1,Junior,2017,Apertura,Deportivo Cali
Fecha 14,,Atlético Bucaramanga,1 : 0,Deportivo Pasto,2017,Apertura,Álvaro Gómez Hurtado
Fecha 14,,Envigado F. C.,1 : 2,Millonarios,2017,Apertura,Polideportivo Sur
Fecha 14,,Atlético Huila,0 : 1,Atlético Nacional,2017,Apertura,Guillermo Plazas Alcid
Fecha 14,,Cortuluá,0 : 1,América de Cali,2017,Apertura,Olímpico Pascual Guerrero
Fecha 14,,Santa Fe,2 : 2,Rionegro Águilas,2017,Apertura,Nemesio Camacho El Campín
Fecha 14,,Independiente Medellín,3 : 2,Deportes Tolima,2017,Apertura,Atanasio Girardot
Fecha 15,,Patriotas,2 : 2,Jaguares,2017,Finalización,La Independencia
Fecha 15,,Independiente Medellín,1 : 2,Junior,2017,Finalización,Atanasio Girardot
Fecha 15,,Deportivo Cali,1 : 1,La Equidad,2017,Finalización,Deportivo Cali
Fecha 15,,Once Caldas,0 : 1,Atlético Nacional,2017,Finalización,Palogrande
Fecha 15,,Tigres,0 : 0,América de Cali,2017,Finalización,Metropolitano de Techo
Fecha 15,,Santa Fe,1 : 1,Deportes Tolima,2017,Finalización,Nemesio Camacho El Campín
Fecha 15,,Atlético Bucaramanga,2 : 2,Rionegro Águilas,2017,Finalización,Alfonso López
Fecha 15,,Atlético Huila,0 : 0,Millonarios,2017,Finalización,Guillermo Plazas Alcid
Fecha 15,,Cortuluá,0 : 0,Alianza Petrolera,2017,Finalización,Olímpico Pascual Guerrero
Fecha 15,,Deportivo Pasto,1 : 2,Envigado F. C.,2017,Finalización,Departamental Libertad
Fecha 15,,Jaguares,1 : 1,Patriotas,2017,Apertura,Jaraguay
Fecha 15,,Envigado F. C.,1 : 2,Deportivo Pasto,2017,Apertura,Polideportivo Sur
Fecha 15,,Atlético Nacional,1 : 0,Once Caldas,2017,Apertura,Atanasio Girardot
Fecha 15,,La Equidad,0 : 1,Deportivo Cali,2017,Apertura,Metropolitano de Techo
Fecha 15,,Rionegro Águilas,1 : 0,Atlético Bucaramanga,2017,Apertura,Alberto Grisales
Fecha 15,,Millonarios,2 : 0,Atlético Huila,2017,Apertura,Nemesio Camacho El Campín
Fecha 15,,América de Cali,2 : 0,Tigres,2017,Apertura,Olímpico Pascual Guerrero
Fecha 15,,Junior,2 : 0,Independiente Medellín,2017,Apertura,Metropolitano Roberto Meléndez
Fecha 15,,Deportes Tolima,3 : 1,Santa Fe,2017,Apertura,Manuel Murillo Toro
Fecha 15,,Alianza Petrolera,1 : 2,Cortuluá,2017,Apertura,Daniel Villa Zapata
Fecha 16,,Atlético Nacional,3 : 0,Cortuluá,2017,Finalización,Atanasio Girardot
Fecha 16,,Envigado F. C.,1 : 2,Atlético Huila,2017,Finalización,Polideportivo Sur
Fecha 16,,Deportes Tolima,1 : 0,Atlético Bucaramanga,2017,Finalización,Manuel Murillo Toro
Fecha 16,,La Equidad,2 : 2,Independiente Medellín,2017,Finalización,Metropolitano de Techo
Fecha 16,,Junior,0 : 1,Santa Fe,2017,Finalización,Metropolitano Roberto Meléndez
Fecha 16,,Jaguares,3 : 2,Deportivo Cali,2017,Finalización,Jaraguay
Fecha 16,,Millonarios,2 : 0,Once Caldas,2017,Finalización,Nemesio Camacho El Campín
Fecha 16,,Alianza Petrolera,0 : 1,Tigres,2017,Finalización,Daniel Villa Zapata
Fecha 16,,Rionegro Águilas,2 : 1,Deportivo Pasto,2017,Finalización,Alberto Grisales
Fecha 16,,América de Cali,3 : 2,Patriotas,2017,Finalización,Olímpico Pascual Guerrero
Fecha 16,,Deportivo Cali,1 : 1,Jaguares,2017,Apertura,Deportivo Cali
Fecha 16,,Atlético Huila,2 : 0,Envigado F. C.,2017,Apertura,Guillermo Plazas Alcid
Fecha 16,,Patriotas,0 : 0,América de Cali,2017,Apertura,La Independencia
Fecha 16,,Cortuluá,0 : 1,Atlético Nacional,2017,Apertura,Olímpico Pascual Guerrero
Fecha 16,,Once Caldas,2 : 1,Millonarios,2017,Apertura,Palogrande
Fecha 16,,Deportivo Pasto,2 : 2,Rionegro Águilas,2017,Apertura,Departamental Libertad
Fecha 16,,Santa Fe,1 : 0,Junior,2017,Apertura,Nemesio Camacho El Campín
Fecha 16,,Atlético Bucaramanga,2 : 1,Deportes Tolima,2017,Apertura,Álvaro Gómez Hurtado
Fecha 16,,Independiente Medellín,1 : 1,La Equidad,2017,Apertura,Atanasio Girardot
Fecha 16,,Tigres,1 : 1,Alianza Petrolera,2017,Apertura,Metropolitano de Techo
Fecha 17,,Patriotas,2 : 0,Alianza Petrolera,2017,Finalización,La Independencia
Fecha 17,,Deportivo Cali,0 : 0,América de Cali,2017,Finalización,Deportivo Cali
Fecha 17,,Rionegro Águilas,1 : 1,Deportes Tolima,2017,Finalización,Alberto Grisales
Fecha 17,,Once Caldas,1 : 1,Envigado F. C.,2017,Finalización,Palogrande
Fecha 17,,Santa Fe,0 : 0,La Equidad,2017,Finalización,Nemesio Camacho El Campín
Fecha 17,,Independiente Medellín,2 : 0,Jaguares,2017,Finalización,Atanasio Girardot
Fecha 17,,Cortuluá,0 : 2,Millonarios,2017,Finalización,Olímpico Pascual Guerrero
Fecha 17,,Atlético Bucaramanga,1 : 3,Junior,2017,Finalización,Alfonso López
Fecha 17,,Tigres,1 : 0,Atlético Nacional,2017,Finalización,Nemesio Camacho El Campín
Fecha 17,,Deportivo Pasto,4 : 0,Atlético Huila,2017,Finalización,Departamental Libertad
Fecha 17,,América de Cali,3 : 0,Deportivo Cali,2017,Apertura,Olímpico Pascual Guerrero
Fecha 17,,Atlético Huila,0 : 1,Deportivo Pasto,2017,Apertura,Guillermo Plazas Alcid
Fecha 17,,Envigado F. C.,0 : 0,Once Caldas,2017,Apertura,Polideportivo Sur
Fecha 17,,Millonarios,2 : 1,Cortuluá,2017,Apertura,Nemesio Camacho El Campín
Fecha 17,,Jaguares,0 : 1,Independiente Medellín,2017,Apertura,Jaraguay
Fecha 17,,La Equidad,0 : 0,Santa Fe,2017,Apertura,Metropolitano de Techo
Fecha 17,,Alianza Petrolera,1 : 0,Patriotas,2017,Apertura,Daniel Villa Zapata
Fecha 17,,Junior,3 : 1,Atlético Bucaramanga,2017,Apertura,Metropolitano Roberto Meléndez
Fecha 17,,Deportes Tolima,1 : 1,Rionegro Águilas,2017,Apertura,Manuel Murillo Toro
Fecha 17,,Atlético Nacional,0 : 0,Tigres,2017,Apertura,Atanasio Girardot
Fecha 18,,Atlético Huila,1 : 0,Once Caldas,2017,Finalización,Guillermo Plazas Alcid
Fecha 18,,Alianza Petrolera,2 : 1,Deportivo Cali,2017,Finalización,Daniel Villa Zapata
Fecha 18,,Atlético Nacional,3 : 0,Patriotas,2017,Finalización,Atanasio Girardot
Fecha 18,,Jaguares,2 : 2,Santa Fe,2017,Finalización,Jaraguay
Fecha 18,,Envigado F. C.,2 : 0,Cortuluá,2017,Finalización,Polideportivo Sur
Fecha 18,,América de Cali,2 : 0,Independiente Medellín,2017,Finalización,Olímpico Pascual Guerrero
Fecha 18,,La Equidad,0 : 0,Atlético Bucaramanga,2017,Finalización,Metropolitano de Techo
Fecha 18,,Deportes Tolima,3 : 0,Deportivo Pasto,2017,Finalización,Manuel Murillo Toro
Fecha 18,,Millonarios,1 : 1,Tigres,2017,Finalización,Nemesio Camacho El Campín
Fecha 18,,Junior,2 : 2,Rionegro Águilas,2017,Finalización,Metropolitano Roberto Meléndez
Fecha 18,,Once Caldas,2 : 1,Atlético Huila,2017,Apertura,Palogrande
Fecha 18,,Cortuluá,1 : 3,Envigado F. C.,2017,Apertura,Olímpico Pascual Guerrero
Fecha 18,,Patriotas,0 : 1,Atlético Nacional,2017,Apertura,La Independencia
Fecha 18,,Santa Fe,0 : 2,Jaguares,2017,Apertura,Nemesio Camacho El Campín
Fecha 18,,Independiente Medellín,2 : 2,América de Cali,2017,Apertura,Atanasio Girardot
Fecha 18,,Deportivo Pasto,1 : 0,Deportes Tolima,2017,Apertura,Departamental Libertad
Fecha 18,,Rionegro Águilas,1 : 0,Junior,2017,Apertura,Alberto Grisales
Fecha 18,,Tigres,1 : 2,Millonarios,2017,Apertura,Metropolitano de Techo
Fecha 18,,Atlético Bucaramanga,1 : 0,La Equidad,2017,Apertura,Álvaro Gómez Hurtado
Fecha 18,,Deportivo Cali,2 : 2,Alianza Petrolera,2017,Apertura,Deportivo Cali
Fecha 19,,Independiente Medellín,3 : 1,Alianza Petrolera,2017,Finalización,Atanasio Girardot
Fecha 19,,Tigres,0 : 0,Envigado F. C.,2017,Finalización,Metropolitano de Techo
Fecha 19,,Santa Fe,0 : 0,América de Cali,2017,Finalización,Nemesio Camacho El Campín
Fecha 19,,Atlético Bucaramanga,2 : 2,Jaguares,2017,Finalización,Alfonso López
Fecha 19,,Cortuluá,2 : 1,Atlético Huila,2017,Finalización,Olímpico Pascual Guerrero
Fecha 19,,Patriotas,1 : 2,Millonarios,2017,Finalización,La Independencia
Fecha 19,,Deportes Tolima,2 : 2,Junior,2017,Finalización,Manuel Murillo Toro
Fecha 19,,Deportivo Cali,1 : 0,Atlético Nacional,2017,Finalización,Deportivo Cali
Fecha 19,,Rionegro Águilas,0 : 1,La Equidad,2017,Finalización,Alberto Grisales
Fecha 19,,Deportivo Pasto,2 : 1,Once Caldas,2017,Finalización,Departamental Libertad
Fecha 19,,América de Cali,0 : 1,Santa Fe,2017,Apertura,Olímpico Pascual Guerrero
Fecha 19,,Atlético Huila,2 : 3,Cortuluá,2017,Apertura,Guillermo Plazas Alcid
Fecha 19,,Once Caldas,2 : 3,Deportivo Pasto,2017,Apertura,Palogrande
Fecha 19,,Alianza Petrolera,1 : 2,Independiente Medellín,2017,Apertura,Daniel Villa Zapata
Fecha 19,,Millonarios,2 : 0,Patriotas,2017,Apertura,Nemesio Camacho El Campín
Fecha 19,,Jaguares,1 : 1,Atlético Bucaramanga,2017,Apertura,Jaraguay
Fecha 19,,Atlético Nacional,0 : 0,Deportivo Cali,2017,Apertura,Atanasio Girardot
Fecha 19,,Envigado F. C.,3 : 2,Tigres,2017,Apertura,Polideportivo Sur
Fecha 19,,Junior,1 : 0,Deportes Tolima,2017,Apertura,Metropolitano Roberto Meléndez
Fecha 19,,La Equidad,2 : 2,Rionegro Águilas,2017,Apertura,Metropolitano de Techo
Fecha 2,,Cortuluá,1 : 0,Tigres,2017,Finalización,Olímpico Pascual Guerrero
Fecha 2,,La Equidad,3 : 2,Deportivo Pasto,2017,Finalización,Metropolitano de Techo
Fecha 2,,Once Caldas,0 : 0,Patriotas,2017,Finalización,Palogrande
Fecha 2,,Envigado F. C.,0 : 2,Independiente Medellín,2017,Finalización,Polideportivo Sur
Fecha 2,,América de Cali,3 : 0,Deportes Tolima,2017,Finalización,Olímpico Pascual Guerrero
Fecha 2,,Jaguares,0 : 1,Junior,2017,Finalización,Jaraguay
Fecha 2,,Atlético Huila,2 : 2,Deportivo Cali,2017,Finalización,Guillermo Plazas Alcid
Fecha 2,,Millonarios,0 : 1,Santa Fe,2017,Finalización,Nemesio Camacho El Campín
Fecha 2,,Alianza Petrolera,2 : 0,Rionegro Águilas,2017,Finalización,Daniel Villa Zapata
Fecha 2,,Atlético Nacional,2 : 1,Atlético Bucaramanga,2017,Finalización,Atanasio Girardot
Fecha 2,,Rionegro Águilas,0 : 0,Alianza Petrolera,2017,Apertura,Alberto Grisales
Fecha 2,,Deportes Tolima,2 : 1,América de Cali,2017,Apertura,Manuel Murillo Toro
Fecha 2,,Tigres,1 : 0,Cortuluá,2017,Apertura,Metropolitano de Techo
Fecha 2,,Deportivo Cali,4 : 0,Atlético Huila,2017,Apertura,Olímpico Pascual Guerrero
Fecha 2,,Independiente Medellín,2 : 1,Envigado F. C.,2017,Apertura,Atanasio Girardot
Fecha 2,,Patriotas,2 : 0,Once Caldas,2017,Apertura,La Independencia
Fecha 2,,Deportivo Pasto,1 : 1,La Equidad,2017,Apertura,Departamental Libertad
Fecha 2,,Atlético Bucaramanga,0 : 1,Atlético Nacional,2017,Apertura,Álvaro Gómez Hurtado
Fecha 2,,Santa Fe,2 : 1,Millonarios,2017,Apertura,Nemesio Camacho El Campín
Fecha 2,,Junior,1 : 2,Jaguares,2017,Apertura,Metropolitano Roberto Meléndez
Fecha 20,,Once Caldas,2 : 1,Cortuluá,2017,Finalización,Palogrande
Fecha 20,,América de Cali,1 : 0,Atlético Bucaramanga,2017,Finalización,Olímpico Pascual Guerrero
Fecha 20,,Jaguares,2 : 0,Rionegro Águilas,2017,Finalización,Jaraguay
Fecha 20,,Atlético Huila,1 : 0,Tigres,2017,Finalización,Guillermo Plazas Alcid
Fecha 20,,Envigado F. C.,0 : 0,Patriotas,2017,Finalización,Polideportivo Sur
Fecha 20,,Atlético Nacional,0 : 0,Independiente Medellín,2017,Finalización,Atanasio Girardot
Fecha 20,,Alianza Petrolera,0 : 0,Santa Fe,2017,Finalización,Daniel Villa Zapata
Fecha 20,,Millonarios,5 : 1,Deportivo Cali,2017,Finalización,Nemesio Camacho El Campín
Fecha 20,,Junior,1 : 0,Deportivo Pasto,2017,Finalización,Metropolitano Roberto Meléndez
Fecha 20,,La Equidad,0 : 1,Deportes Tolima,2017,Finalización,Metropolitano de Techo
Fecha 20,,Patriotas,3 : 1,Envigado F. C.,2017,Apertura,La Independencia
Fecha 20,,Deportes Tolima,1 : 1,La Equidad,2017,Apertura,Manuel Murillo Toro
Fecha 20,,Deportivo Cali,1 : 1,Millonarios,2017,Apertura,Deportivo Cali
Fecha 20,,Atlético Bucaramanga,1 : 0,América de Cali,2017,Apertura,Álvaro Gómez Hurtado
Fecha 20,,Santa Fe,1 : 1,Alianza Petrolera,2017,Apertura,Nemesio Camacho El Campín
Fecha 20,,Rionegro Águilas,0 : 1,Jaguares,2017,Apertura,Alberto Grisales
Fecha 20,,Tigres,0 : 1,Atlético Huila,2017,Apertura,Metropolitano de Techo
Fecha 20,,Deportivo Pasto,1 : 2,Junior,2017,Apertura,Departamental Libertad
Fecha 20,,Independiente Medellín,4 : 3,Atlético Nacional,2017,Apertura,Atanasio Girardot
Fecha 20,,Cortuluá,1 : 1,Once Caldas,2017,Apertura,Olímpico Pascual Guerrero
Fecha 3,,Patriotas,2 : 2,Cortuluá,2017,Finalización,La Independencia
Fecha 3,,Deportivo Pasto,3 : 1,Tigres,2017,Finalización,Departamental Libertad
Fecha 3,,La Equidad,2 : 1,Jaguares,2017,Finalización,Metropolitano de Techo
Fecha 3,,Independiente Medellín,1 : 1,Atlético Huila,2017,Finalización,Atanasio Girardot
Fecha 3,,Deportivo Cali,1 : 2,Once Caldas,2017,Finalización,Deportivo Cali
Fecha 3,,Santa Fe,2 : 0,Envigado F. C.,2017,Finalización,Nemesio Camacho El Campín
Fecha 3,,Deportes Tolima,3 : 0,Alianza Petrolera,2017,Finalización,Manuel Murillo Toro
Fecha 3,,Rionegro Águilas,0 : 1,Atlético Nacional,2017,Finalización,Alberto Grisales
Fecha 3,,Junior,3 : 0,América de Cali,2017,Finalización,Metropolitano Roberto Meléndez
Fecha 3,,Atlético Bucaramanga,1 : 3,Millonarios,2017,Finalización,Alfonso López
Fecha 3,,Atlético Huila,2 : 1,Independiente Medellín,2017,Apertura,Guillermo Plazas Alcid
Fecha 3,,Alianza Petrolera,2 : 1,Deportes Tolima,2017,Apertura,Daniel Villa Zapata
Fecha 3,,Envigado F. C.,0 : 1,Santa Fe,2017,Apertura,Polideportivo Sur
Fecha 3,,América de Cali,3 : 1,Junior,2017,Apertura,Olímpico Pascual Guerrero
Fecha 3,,Once Caldas,0 : 2,Deportivo Cali,2017,Apertura,Palogrande
Fecha 3,,Jaguares,0 : 2,La Equidad,2017,Apertura,Jaraguay
Fecha 3,,Millonarios,3 : 0,Atlético Bucaramanga,2017,Apertura,Nemesio Camacho El Campín
Fecha 3,,Atlético Nacional,3 : 0,Rionegro Águilas,2017,Apertura,Atanasio Girardot
Fecha 3,,Cortuluá,0 : 0,Patriotas,2017,Apertura,Olímpico Pascual Guerrero
Fecha 3,,Tigres,0 : 1,Deportivo Pasto,2017,Apertura,Metropolitano de Techo
Fecha 4,,Tigres,0 : 2,Patriotas,2017,Finalización,Metropolitano de Techo
Fecha 4,,Atlético Huila,0 : 2,Santa Fe,2017,Finalización,Guillermo Plazas Alcid
Fecha 4,,Cortuluá,2 : 1,Deportivo Cali,2017,Finalización,Olímpico Pascual Guerrero
Fecha 4,,Once Caldas,0 : 0,Independiente Medellín,2017,Finalización,Palogrande
Fecha 4,,Jaguares,2 : 0,Deportivo Pasto,2017,Finalización,Jaraguay
Fecha 4,,Atlético Nacional,1 : 0,Deportes Tolima,2017,Finalización,Atanasio Girardot
Fecha 4,,América de Cali,1 : 1,La Equidad,2017,Finalización,Olímpico Pascual Guerrero
Fecha 4,,Millonarios,1 : 1,Rionegro Águilas,2017,Finalización,Nemesio Camacho El Campín
Fecha 4,,Envigado F. C.,0 : 0,Atlético Bucaramanga,2017,Finalización,Polideportivo Sur
Fecha 4,,Alianza Petrolera,1 : 0,Junior,2017,Finalización,Daniel Villa Zapata
Fecha 4,,Deportivo Pasto,0 : 0,Jaguares,2017,Apertura,Departamental Libertad
Fecha 4,,Patriotas,3 : 0,Tigres,2017,Apertura,La Independencia
Fecha 4,,Deportivo Cali,2 : 0,Cortuluá,2017,Apertura,Olímpico Pascual Guerrero
Fecha 4,,Santa Fe,1 : 0,Atlético Huila,2017,Apertura,Nemesio Camacho El Campín
Fecha 4,,Deportes Tolima,0 : 0,Atlético Nacional,2017,Apertura,Manuel Murillo Toro
Fecha 4,,Independiente Medellín,1 : 0,Once Caldas,2017,Apertura,Atanasio Girardot
Fecha 4,,Rionegro Águilas,0 : 0,Millonarios,2017,Apertura,Alberto Grisales
Fecha 4,,La Equidad,0 : 3,América de Cali,2017,Apertura,Nemesio Camacho El Campín
Fecha 4,,Junior,1 : 2,Alianza Petrolera,2017,Apertura,Olímpico Jaime Morón León
Fecha 4,,Atlético Bucaramanga,1 : 1,Envigado F. C.,2017,Apertura,Álvaro Gómez Hurtado
Fecha 5,,Jaguares,0 : 0,América de Cali,2017,Finalización,Jaraguay
Fecha 5,,Deportivo Cali,1 : 1,Tigres,2017,Finalización,Deportivo Cali
Fecha 5,,Atlético Bucaramanga,0 : 1,Atlético Huila,2017,Finalización,Alfonso López
Fecha 5,,Patriotas,0 : 0,Deportivo Pasto,2017,Finalización,La Independencia
Fecha 5,,Junior,2 : 0,Atlético Nacional,2017,Finalización,Metropolitano Roberto Meléndez
Fecha 5,,Deportes Tolima,1 : 1,Millonarios,2017,Finalización,Manuel Murillo Toro
Fecha 5,,Santa Fe,3 : 2,Once Caldas,2017,Finalización,Nemesio Camacho El Campín
Fecha 5,,Independiente Medellín,1 : 0,Cortuluá,2017,Finalización,Atanasio Girardot
Fecha 5,,Rionegro Águilas,0 : 0,Envigado F. C.,2017,Finalización,Alberto Grisales
Fecha 5,,La Equidad,1 : 1,Alianza Petrolera,2017,Finalización,Metropolitano de Techo
Fecha 5,,Tigres,0 : 0,Deportivo Cali,2017,Apertura,Metropolitano de Techo
Fecha 5,,Deportivo Pasto,5 : 0,Patriotas,2017,Apertura,Departamental Libertad
Fecha 5,,Cortuluá,2 : 2,Independiente Medellín,2017,Apertura,Olímpico Pascual Guerrero
Fecha 5,,Atlético Huila,0 : 1,Atlético Bucaramanga,2017,Apertura,Guillermo Plazas Alcid
Fecha 5,,Alianza Petrolera,2 : 0,La Equidad,2017,Apertura,Daniel Villa Zapata
Fecha 5,,Millonarios,3 : 0,Deportes Tolima,2017,Apertura,Nemesio Camacho El Campín
Fecha 5,,Envigado F. C.,1 : 1,Rionegro Águilas,2017,Apertura,Polideportivo Sur
Fecha 5,,Once Caldas,0 : 0,Santa Fe,2017,Apertura,Palogrande
Fecha 5,,América de Cali,0 : 2,Jaguares,2017,Apertura,Olímpico Pascual Guerrero
Fecha 5,,Atlético Nacional,2 : 1,Junior,2017,Apertura,Atanasio Girardot
Fecha 6,,Envigado F. C.,3 : 1,Deportes Tolima,2017,Finalización,Polideportivo Sur
Fecha 6,,Atlético Huila,2 : 0,Rionegro Águilas,2017,Finalización,Guillermo Plazas Alcid
Fecha 6,,Alianza Petrolera,1 : 1,Jaguares,2017,Finalización,Daniel Villa Zapata
Fecha 6,,Once Caldas,0 : 2,Atlético Bucaramanga,2017,Finalización,Palogrande
Fecha 6,,Tigres,1 : 0,Independiente Medellín,2017,Finalización,Metropolitano de Techo
Fecha 6,,Deportivo Cali,0 : 0,Patriotas,2017,Finalización,Deportivo Cali
Fecha 6,,Millonarios,1 : 2,Junior,2017,Finalización,Nemesio Camacho El Campín
Fecha 6,,Deportivo Pasto,1 : 0,América de Cali,2017,Finalización,Departamental Libertad
Fecha 6,,Cortuluá,0 : 1,Santa Fe,2017,Finalización,Olímpico Pascual Guerrero
Fecha 6,,Atlético Nacional,1 : 1,La Equidad,2017,Finalización,Atanasio Girardot
Fecha 6,,Patriotas,3 : 2,Deportivo Cali,2017,Apertura,La Independencia
Fecha 6,,La Equidad,0 : 2,Atlético Nacional,2017,Apertura,Nemesio Camacho El Campín
Fecha 6,,Santa Fe,2 : 0,Cortuluá,2017,Apertura,Nemesio Camacho El Campín
Fecha 6,,Jaguares,0 : 2,Alianza Petrolera,2017,Apertura,Jaraguay
Fecha 6,,Independiente Medellín,3 : 0,Tigres,2017,Apertura,Atanasio Girardot
Fecha 6,,América de Cali,1 : 0,Deportivo Pasto,2017,Apertura,Olímpico Pascual Guerrero
Fecha 6,,Deportes Tolima,2 : 1,Envigado F. C.,2017,Apertura,Manuel Murillo Toro
Fecha 6,,Atlético Bucaramanga,1 : 2,Once Caldas,2017,Apertura,Álvaro Gómez Hurtado
Fecha 6,,Junior,1 : 1,Millonarios,2017,Apertura,Metropolitano Roberto Meléndez
Fecha 6,,Rionegro Águilas,1 : 0,Atlético Huila,2017,Apertura,Alberto Grisales
Fecha 7,,Deportes Tolima,1 : 0,Atlético Huila,2017,Finalización,Manuel Murillo Toro
Fecha 7,,Atlético Bucaramanga,0 : 1,Cortuluá,2017,Finalización,Alfonso López
Fecha 7,,Junior,2 : 0,Envigado F. C.,2017,Finalización,Metropolitano Roberto Meléndez
Fecha 7,,La Equidad,0 : 1,Millonarios,2017,Finalización,Metropolitano de Techo
Fecha 7,,Rionegro Águilas,2 : 2,Once Caldas,2017,Finalización,Alberto Grisales
Fecha 7,,Santa Fe,0 : 1,Tigres,2017,Finalización,Nemesio Camacho El Campín
Fecha 7,,Jaguares,0 : 1,Atlético Nacional,2017,Finalización,Jaraguay
Fecha 7,,América de Cali,2 : 1,Alianza Petrolera,2017,Finalización,Olímpico Pascual Guerrero
Fecha 7,,Independiente Medellín,3 : 2,Patriotas,2017,Finalización,Atanasio Girardot
Fecha 7,,Deportivo Pasto,3 : 4,Deportivo Cali,2017,Finalización,Departamental Libertad
Fecha 7,,Millonarios,1 : 0,La Equidad,2017,Apertura,Nemesio Camacho El Campín
Fecha 7,,Patriotas,0 : 1,Independiente Medellín,2017,Apertura,La Independencia
Fecha 7,,Tigres,1 : 1,Santa Fe,2017,Apertura,Metropolitano de Techo
Fecha 7,,Cortuluá,0 : 0,Atlético Bucaramanga,2017,Apertura,Olímpico Pascual Guerrero
Fecha 7,,Alianza Petrolera,3 : 3,América de Cali,2017,Apertura,Daniel Villa Zapata
Fecha 7,,Envigado F. C.,0 : 0,Junior,2017,Apertura,Polideportivo Sur
Fecha 7,,Atlético Nacional,2 : 0,Jaguares,2017,Apertura,Atanasio Girardot
Fecha 7,,Atlético Huila,1 : 0,Deportes Tolima,2017,Apertura,Guillermo Plazas Alcid
Fecha 7,,Deportivo Cali,0 : 0,Deportivo Pasto,2017,Apertura,Deportivo Cali
Fecha 7,,Once Caldas,1 : 0,Rionegro Águilas,2017,Apertura,Palogrande
